      Date : 06.Sep.2019                                Time : 9:39:58 AM

                            Input Data : PV
                            Controller : PID Control
                            Set Point  : 15.00
                                    kp : 2.00
                                    ki : 0.01
                                    kd : 0.01

     TIME (Sec)        PV (CM)     PV (Volts)      CP (in %)     Error(in%)     

           8.14          10.69           2.14          84.86          17.25
           8.27           0.00            0.0         100.00           60.0
           8.39           0.00            0.0         100.00           60.0
           8.52           0.00            0.0         100.00           60.0
           8.66           0.00            0.0         100.00           60.0
           8.78           0.00            0.0         100.00           60.0
           8.91           0.00            0.0         100.00           60.0
           9.05           0.00            0.0         100.00           60.0
           9.17           0.00            0.0         100.00           60.0
           9.30           0.00            0.0         100.00           60.0
           9.42           0.00            0.0         100.00           60.0
           9.55           0.00            0.0         100.00           60.0
           9.67           0.00            0.0         100.00           60.0
           9.80           0.00            0.0         100.00           60.0
           9.92           0.00            0.0         100.00           60.0
          10.05           0.00            0.0         100.00           60.0
          10.17           0.00            0.0         100.00           60.0
          10.30           0.00            0.0         100.00           60.0
          10.42           0.00            0.0         100.00           60.0
          10.54           0.00            0.0         100.00           60.0
          10.67           0.00            0.0         100.00           60.0
          10.79           0.00            0.0         100.00           60.0
          10.92           0.00            0.0         100.00           60.0
          11.04           0.00            0.0         100.00           60.0
          11.17           0.00            0.0         100.00           60.0
          11.29           0.00            0.0         100.00           60.0
          11.42           0.00            0.0         100.00           60.0
          11.54           0.00            0.0         100.00           60.0
          11.67           0.00            0.0         100.00           60.0
          11.79           0.00            0.0         100.00           60.0
          11.92           0.00            0.0         100.00           60.0
          12.04           0.00            0.0         100.00           60.0
          12.17           0.00            0.0         100.00           60.0
          12.29           0.00            0.0         100.00           60.0
          12.42           0.00            0.0         100.00           60.0
          12.54           0.00            0.0         100.00           60.0
          12.67           0.00            0.0         100.00           60.0
          12.79           0.00            0.0         100.00           60.0
          12.92           0.00            0.0         100.00           60.0
          13.04           0.00            0.0         100.00           60.0
          13.16           0.00            0.0         100.00           60.0
          13.29           0.00            0.0         100.00           60.0
          13.41           0.00            0.0         100.00           60.0
          13.54           0.00            0.0         100.00           60.0
          13.68           0.00            0.0         100.00           60.0
          13.80           0.00            0.0         100.00           60.0
          13.93           0.00            0.0         100.00           60.0
          14.05           0.00            0.0         100.00           60.0
          14.18           0.00            0.0         100.00           60.0
          14.30           0.00            0.0         100.00           60.0
          14.43           0.00            0.0         100.00           60.0
          14.55           0.00            0.0         100.00           60.0
          14.68           0.00            0.0         100.00           60.0
          14.80           0.00            0.0         100.00           60.0
          14.93           0.00            0.0         100.00           60.0
          15.05           0.00            0.0         100.00           60.0
          15.18           0.00            0.0         100.00           60.0
          15.30           0.00            0.0         100.00           60.0
          15.43           0.00            0.0         100.00           60.0
          15.55           0.00            0.0         100.00           60.0
          15.68           0.00            0.0         100.00           60.0
          15.80           0.00            0.0         100.00           60.0
          15.93           0.00            0.0         100.00           60.0
          16.05           0.10           0.02         100.00          59.61
          16.19           0.20           0.04         100.00          59.22
          16.32           0.29           0.06         100.00          58.82
          16.46           0.39           0.08         100.00          58.43
          16.60           0.39           0.08         100.00          58.43
          16.72           0.59           0.12         100.00          57.65
          16.85           0.69           0.14         100.00          57.25
          16.97           0.78           0.16         100.00          56.86
          17.10           0.88           0.18         100.00          56.47
          17.22           0.98            0.2         100.00          56.08
          17.35           1.08           0.22         100.00          55.69
          17.47           1.08           0.22         100.00          55.69
          17.60           1.18           0.24         100.00          55.29
          17.72           1.27           0.25         100.00           54.9
          17.86           1.37           0.27         100.00          54.51
          18.00           1.47           0.29         100.00          54.12
          18.13           1.57           0.31         100.00          53.73
          18.27           1.67           0.33         100.00          53.33
          18.39           1.76           0.35         100.00          52.94
          18.52           1.86           0.37         100.00          52.55
          18.64           1.96           0.39         100.00          52.16
          18.77           2.06           0.41         100.00          51.76
          18.89           2.06           0.41         100.00          51.76
          19.02           2.16           0.43         100.00          51.37
          19.14           2.25           0.45         100.00          50.98
          19.27           2.35           0.47         100.00          50.59
          19.39           2.45           0.49         100.00           50.2
          19.52           2.55           0.51         100.00           49.8
          19.64           2.55           0.51         100.00           49.8
          19.78           2.65           0.53         100.00          49.41
          19.91           2.75           0.55         100.00          49.02
          20.05           2.84           0.57         100.00          48.63
          20.19           2.94           0.59         100.00          48.24
          20.31           3.04           0.61         100.00          47.84
          20.45           3.14           0.63         100.00          47.45
          20.59           3.24           0.65         100.00          47.06
          20.73           3.33           0.67         100.00          46.67
          20.87           3.43           0.69         100.00          46.27
          21.00           3.53           0.71         100.00          45.88
          21.12           3.63           0.73         100.00          45.49
          21.25           3.73           0.75         100.00           45.1
          21.37           3.82           0.76         100.00          44.71
          21.50           3.92           0.78         100.00          44.31
          21.62           3.92           0.78         100.00          44.31
          21.75           4.02            0.8         100.00          43.92
          21.87           4.22           0.84         100.00          43.14
          22.00           4.22           0.84         100.00          43.14
          22.12           4.31           0.86         100.00          42.75
          22.25           4.41           0.88         100.00          42.35
          22.37           4.51            0.9         100.00          41.96
          22.50           4.61           0.92         100.00          41.57
          22.62           4.71           0.94         100.00          41.18
          22.75           4.80           0.96         100.00          40.78
          22.87           4.90           0.98         100.00          40.39
          22.99           5.00            1.0         100.00           40.0
          23.12           5.10           1.02         100.00          39.61
          23.24           5.10           1.02         100.00          39.61
          23.37           5.20           1.04         100.00          39.22
          23.49           5.29           1.06         100.00          38.82
          23.62           5.39           1.08         100.00          38.43
          23.74           5.39           1.08         100.00          38.43
          23.87           5.59           1.12         100.00          37.65
          23.99           5.59           1.12         100.00          37.65
          24.12           5.69           1.14         100.00          37.25
          24.24           5.78           1.16         100.00          36.86
          24.38           5.88           1.18         100.00          36.47
          24.52           5.98            1.2         100.00          36.08
          24.66           6.08           1.22         100.00          35.69
          24.80           6.18           1.24         100.00          35.29
          24.95           6.37           1.27         100.00          34.51
          25.07           6.37           1.27         100.00          34.51
          25.20           6.47           1.29         100.00          34.12
          25.32           6.57           1.31         100.00          33.73
          25.44           6.57           1.31         100.00          33.73
          25.57           6.67           1.33         100.00          33.33
          25.69           6.76           1.35         100.00          32.94
          25.83           6.86           1.37         100.00          32.55
          25.97           6.96           1.39         100.00          32.16
          26.10           7.06           1.41         100.00          31.76
          26.24           7.06           1.41         100.00          31.76
          26.36           7.16           1.43         100.00          31.37
          26.49           7.35           1.47         100.00          30.59
          26.61           7.45           1.49         100.00           30.2
          26.75           7.45           1.49         100.00           30.2
          26.88           7.55           1.51         100.00           29.8
          27.00           7.65           1.53         100.00          29.41
          27.14           7.75           1.55         100.00          29.02
          27.27           7.75           1.55         100.00          29.02
          27.39           7.84           1.57         100.00          28.63
          27.52           7.94           1.59         100.00          28.24
          27.64           8.04           1.61         100.00          27.84
          27.78           8.04           1.61         100.00          27.84
          27.91           8.14           1.63         100.00          27.45
          28.03           8.33           1.67         100.00          26.67
          28.17           8.33           1.67         100.00          26.67
          28.31           8.43           1.69         100.00          26.27
          28.44           8.63           1.73         100.00          25.49
          28.56           8.73           1.75         100.00           25.1
          28.69           8.73           1.75         100.00           25.1
          28.83           8.82           1.76         100.00          24.71
          28.95           8.92           1.78          99.18          24.31
          29.09           9.02            1.8          98.88          23.92
          29.22           9.02            1.8          99.36          23.92
          29.36           9.12           1.82          99.05          23.53
          29.48           9.31           1.86          97.95          22.75
          29.61           9.31           1.86          98.41          22.75
          29.73           9.31           1.86          98.86          22.75
          29.86           9.51            1.9          97.75          21.96
          29.98           9.61           1.92          97.40          21.57
          30.11           9.61           1.92          97.84          21.57
          30.23           9.71           1.94          97.48          21.18
          30.36           9.80           1.96          97.12          20.78
          30.48           9.80           1.96          97.54          20.78
          30.62           9.90           1.98          97.17          20.39
          30.75           9.90           1.98          97.58          20.39
          30.87          10.00            2.0          97.20           20.0
          31.00          10.10           2.02          96.82          19.61
          31.12          10.20           2.04          96.42          19.22
          31.25          10.29           2.06          96.02          18.82
          31.37          10.29           2.06          96.40          18.82
          31.50          10.39           2.08          95.99          18.43
          31.62          10.59           2.12          94.79          17.65
          31.76          10.69           2.14          94.36          17.25
          31.90          10.78           2.16          93.92          16.86
          32.04          10.78           2.16          94.26          16.86
          32.17          10.88           2.18          93.81          16.47
          32.29          10.98            2.2          93.36          16.08
          32.43          11.08           2.22          92.89          15.69
          32.56          11.08           2.22          93.21          15.69
          32.68          11.18           2.24          92.74          15.29
          32.81          11.27           2.25          92.26           14.9
          32.93          11.37           2.27          91.77          14.51
          33.07          11.47           2.29          91.28          14.12
          33.21          11.47           2.29          91.56          14.12
          33.34          11.57           2.31          91.06          13.73
          33.46          11.67           2.33          90.55          13.33
          33.60          11.76           2.35          90.03          12.94
          33.74          11.76           2.35          90.29          12.94
          33.87          11.86           2.37          89.76          12.55
          34.01          11.96           2.39          89.23          12.16
          34.15          12.06           2.41          88.69          11.76
          34.27          12.16           2.43          88.14          11.37
          34.41          12.16           2.43          88.37          11.37
          34.55          12.25           2.45          87.81          10.98
          34.70          12.35           2.47          87.25          10.59
          34.82          12.45           2.49          86.67           10.2
          34.96          12.55           2.51          86.09            9.8
          35.10          12.55           2.51          86.29            9.8
          35.24          12.65           2.53          85.70           9.41
          35.38          12.65           2.53          85.89           9.41
          35.50          12.75           2.55          85.29           9.02
          35.63          12.84           2.57          84.69           8.63
          35.75          12.94           2.59          84.08           8.24
          35.89          12.94           2.59          84.24           8.24
          36.04          13.04           2.61          83.62           7.84
          36.16          13.04           2.61          83.78           7.84
          36.29          13.14           2.63          83.15           7.45
          36.41          13.24           2.65          82.52           7.06
          36.55          13.33           2.67          81.87           6.67
          36.69          13.43           2.69          81.22           6.27
          36.83          13.43           2.69          81.35           6.27
          36.96          13.53           2.71          80.69           5.88
          37.10          13.53           2.71          80.81           5.88
          37.22          13.63           2.73          80.14           5.49
          37.36          13.73           2.75          79.47            5.1
          37.50          13.73           2.75          79.57            5.1
          37.63          13.82           2.76          78.89           4.71
          37.75          13.92           2.78          78.20           4.31
          37.88          13.92           2.78          78.28           4.31
          38.00          14.02            2.8          77.58           3.92
          38.13          14.02            2.8          77.66           3.92
          38.25          14.12           2.82          76.96           3.53
          38.38          14.12           2.82          77.03           3.53
          38.50          14.22           2.84          76.31           3.14
          38.63          14.31           2.86          75.59           2.75
          38.75          14.31           2.86          75.65           2.75
          38.88          14.31           2.86          75.70           2.75
          39.00          14.41           2.88          74.97           2.35
          39.13          14.41           2.88          75.02           2.35
          39.25          14.51            2.9          74.28           1.96
          39.38          14.61           2.92          73.54           1.57
          39.50          14.61           2.92          73.57           1.57
          39.63          14.71           2.94          72.82           1.18
          39.77          14.71           2.94          72.84           1.18
          39.89          14.80           2.96          72.08           0.78
          40.03          14.80           2.96          72.09           0.78
          40.15          14.80           2.96          72.11           0.78
          40.28          14.90           2.98          71.34           0.39
          40.42          15.00            3.0          70.56            0.0
          40.56          15.00            3.0          70.56            0.0
          40.68          15.10           3.02          69.78          -0.39
          40.81          15.10           3.02          69.77          -0.39
          40.93          15.10           3.02          69.76          -0.39
          41.06          15.20           3.04          68.97          -0.78
          41.20          15.29           3.06          68.17          -1.18
          41.34          15.29           3.06          68.15          -1.18
          41.46          15.29           3.06          68.13          -1.18
          41.59          15.29           3.06          68.10          -1.18
          41.71          15.39           3.08          67.29          -1.57
          41.84          15.49            3.1          66.48          -1.96
          41.96          15.49            3.1          66.44          -1.96
          42.09          15.59           3.12          65.62          -2.35
          42.21          15.59           3.12          65.57          -2.35
          42.34          15.59           3.12          65.52          -2.35
          42.46          15.59           3.12          65.47          -2.35
          42.59          15.69           3.14          64.64          -2.75
          42.71          15.69           3.14          64.59          -2.75
          42.84          15.78           3.16          63.75          -3.14
          42.98          15.78           3.16          63.69          -3.14
          43.10          15.78           3.16          63.62          -3.14
          43.23          15.88           3.18          62.78          -3.53
          43.35          15.88           3.18          62.71          -3.53
          43.48          15.88           3.18          62.64          -3.53
          43.60          15.88           3.18          62.56          -3.53
          43.73          15.98            3.2          61.71          -3.92
          43.87          15.98            3.2          61.63          -3.92
          43.99          16.08           3.22          60.77          -4.31
          44.12          16.08           3.22          60.68          -4.31
          44.24          16.08           3.22          60.60          -4.31
          44.37          16.08           3.22          60.51          -4.31
          44.49          16.18           3.24          59.64          -4.71
          44.62          16.18           3.24          59.55          -4.71
          44.74          16.18           3.24          59.45          -4.71
          44.86          16.27           3.25          58.57           -5.1
          45.00          16.27           3.25          58.47           -5.1
          45.13          16.27           3.25          58.37           -5.1
          45.25          16.27           3.25          58.27           -5.1
          45.38          16.37           3.27          57.38          -5.49
          45.50          16.37           3.27          57.27          -5.49
          45.63          16.37           3.27          57.16          -5.49
          45.75          16.37           3.27          57.05          -5.49
          45.89          16.37           3.27          56.94          -5.49
          46.04          16.47           3.29          56.05          -5.88
          46.18          16.47           3.29          55.93          -5.88
          46.32          16.47           3.29          55.81          -5.88
          46.44          16.47           3.29          55.69          -5.88
          46.58          16.47           3.29          55.58          -5.88
          46.72          16.47           3.29          55.46          -5.88
          46.85          16.57           3.31          54.56          -6.27
          46.99          16.57           3.31          54.43          -6.27
          47.11          16.57           3.31          54.31          -6.27
          47.24          16.57           3.31          54.18          -6.27
          47.36          16.67           3.33          53.27          -6.67
          47.52          16.67           3.33          53.14          -6.67
          47.66          16.67           3.33          53.00          -6.67
          47.80          16.67           3.33          52.87          -6.67
          47.94          16.67           3.33          52.74          -6.67
          48.08          16.67           3.33          52.60          -6.67
          48.22          16.67           3.33          52.47          -6.67
          48.34          16.76           3.35          51.55          -7.06
          48.48          16.76           3.35          51.41          -7.06
          48.63          16.76           3.35          51.27          -7.06
          48.75          16.76           3.35          51.13          -7.06
          48.89          16.76           3.35          50.99          -7.06
          49.03          16.76           3.35          50.85          -7.06
          49.16          16.76           3.35          50.71          -7.06
          49.28          16.76           3.35          50.56          -7.06
          49.41          16.76           3.35          50.42          -7.06
          49.53          16.76           3.35          50.28          -7.06
          49.66          16.76           3.35          50.14          -7.06
          49.78          16.86           3.37          49.22          -7.45
          49.90          16.86           3.37          49.07          -7.45
          50.03          16.86           3.37          48.92          -7.45
          50.15          16.86           3.37          48.77          -7.45
          50.28          16.86           3.37          48.62          -7.45
          50.40          16.86           3.37          48.47          -7.45
          50.53          16.86           3.37          48.32          -7.45
          50.65          16.86           3.37          48.17          -7.45
          50.78          16.86           3.37          48.02          -7.45
          50.90          16.86           3.37          47.87          -7.45
          51.03          16.86           3.37          47.73          -7.45
          51.15          16.86           3.37          47.58          -7.45
          51.28          16.86           3.37          47.43          -7.45
          51.40          16.86           3.37          47.28          -7.45
