      Date : 06.Sep.2019                                Time : 9:39:58 AM

                            Input Data : PV
                            Controller : PID Control
                            Set Point  : 15.00
                                    kp : 2.00
                                    ki : 0.01
                                    kd : 0.01

     TIME (Sec)        PV (CM)     PV (Volts)      CP (in %)     Error(in%)     
         133.86          14.90           2.98          60.83           0.39
         133.99          14.90           2.98          60.84           0.39
         134.11          14.90           2.98          60.85           0.39
         134.25          15.00            3.0          60.07            0.0
         134.38          15.00            3.0          60.07            0.0
         134.50          15.00            3.0          60.07            0.0
         134.63          15.00            3.0          60.07            0.0
         134.77          15.00            3.0          60.07            0.0
         134.91          15.00            3.0          60.07            0.0
         135.04          15.00            3.0          60.07            0.0
         135.18          15.00            3.0          60.07            0.0
         135.30          15.00            3.0          60.07            0.0
         135.43          15.10           3.02          59.29          -0.39
         135.55          15.10           3.02          59.28          -0.39
         135.67          15.10           3.02          59.27          -0.39
         135.80          15.10           3.02          59.26          -0.39
         135.92          15.10           3.02          59.25          -0.39
         136.05          15.10           3.02          59.25          -0.39
         136.17          15.10           3.02          59.24          -0.39
         136.30          15.10           3.02          59.23          -0.39
         136.42          15.10           3.02          59.22          -0.39
         136.55          15.10           3.02          59.22          -0.39
         136.67          15.10           3.02          59.21          -0.39
         136.80          15.10           3.02          59.20          -0.39
         136.92          15.10           3.02          59.19          -0.39
         137.05          15.10           3.02          59.18          -0.39
         137.17          15.10           3.02          59.18          -0.39
         137.30          15.10           3.02          59.17          -0.39
         137.42          15.10           3.02          59.16          -0.39
         137.54          15.10           3.02          59.15          -0.39
         137.67          15.10           3.02          59.15          -0.39
         137.79          15.10           3.02          59.14          -0.39
         137.92          15.20           3.04          58.35          -0.78
         138.06          15.20           3.04          58.33          -0.78
         138.18          15.20           3.04          58.31          -0.78
         138.31          15.20           3.04          58.30          -0.78
         138.43          15.20           3.04          58.28          -0.78
         138.56          15.20           3.04          58.27          -0.78
         138.68          15.20           3.04          58.25          -0.78
         138.81          15.20           3.04          58.24          -0.78
         138.93          15.20           3.04          58.22          -0.78
         139.06          15.20           3.04          58.20          -0.78
         139.18          15.20           3.04          58.19          -0.78
         139.31          15.20           3.04          58.17          -0.78
         139.43          15.20           3.04          58.16          -0.78
         139.56          15.20           3.04          58.14          -0.78
         139.68          15.20           3.04          58.13          -0.78
         139.81          15.20           3.04          58.11          -0.78
         139.93          15.20           3.04          58.09          -0.78
         140.06          15.29           3.06          57.29          -1.18
         140.20          15.29           3.06          57.27          -1.18
         140.32          15.29           3.06          57.25          -1.18
         140.45          15.29           3.06          57.22          -1.18
         140.57          15.29           3.06          57.20          -1.18
         140.70          15.29           3.06          57.18          -1.18
         140.82          15.29           3.06          57.15          -1.18
         140.95          15.29           3.06          57.13          -1.18
         141.07          15.29           3.06          57.11          -1.18
         141.20          15.29           3.06          57.08          -1.18
         141.32          15.29           3.06          57.06          -1.18
         141.45          15.29           3.06          57.04          -1.18
         141.57          15.29           3.06          57.01          -1.18
         141.70          15.29           3.06          56.99          -1.18
         141.82          15.29           3.06          56.96          -1.18
         141.95          15.29           3.06          56.94          -1.18
         142.07          15.29           3.06          56.92          -1.18
         142.20          15.29           3.06          56.89          -1.18
         142.32          15.29           3.06          56.87          -1.18
         142.45          15.39           3.08          56.06          -1.57
         142.57          15.39           3.08          56.03          -1.57
         142.69          15.39           3.08          56.00          -1.57
         142.82          15.39           3.08          55.97          -1.57
         142.94          15.39           3.08          55.94          -1.57
         143.07          15.39           3.08          55.91          -1.57
         143.19          15.39           3.08          55.87          -1.57
         143.32          15.39           3.08          55.84          -1.57
         143.44          15.39           3.08          55.81          -1.57
         143.57          15.39           3.08          55.78          -1.57
         143.69          15.39           3.08          55.75          -1.57
         143.82          15.39           3.08          55.72          -1.57
         143.94          15.39           3.08          55.69          -1.57
         144.07          15.39           3.08          55.65          -1.57
         144.19          15.39           3.08          55.62          -1.57
         144.32          15.39           3.08          55.59          -1.57
         144.44          15.39           3.08          55.56          -1.57
         144.57          15.39           3.08          55.53          -1.57
         144.69          15.39           3.08          55.50          -1.57
         144.82          15.39           3.08          55.47          -1.57
         144.94          15.39           3.08          55.44          -1.57
         145.06          15.39           3.08          55.40          -1.57
         145.19          15.39           3.08          55.37          -1.57
         145.31          15.39           3.08          55.34          -1.57
         145.44          15.39           3.08          55.31          -1.57
         145.56          15.39           3.08          55.28          -1.57
         145.69          15.39           3.08          55.25          -1.57
         145.83          15.39           3.08          55.22          -1.57
         145.97          15.39           3.08          55.18          -1.57
         146.09          15.39           3.08          55.15          -1.57
         146.22          15.39           3.08          55.12          -1.57
         146.34          15.39           3.08          55.09          -1.57
         146.48          15.39           3.08          55.06          -1.57
         146.63          15.49            3.1          54.24          -1.96
         146.77          15.49            3.1          54.20          -1.96
         146.91          15.49            3.1          54.16          -1.96
         147.03          15.49            3.1          54.13          -1.96
         147.16          15.49            3.1          54.09          -1.96
         147.28          15.49            3.1          54.05          -1.96
         147.40          15.49            3.1          54.01          -1.96
         147.53          15.49            3.1          53.97          -1.96
         147.65          15.49            3.1          53.93          -1.96
         147.78          15.49            3.1          53.89          -1.96
         147.90          15.49            3.1          53.85          -1.96
         148.03          15.49            3.1          53.81          -1.96
         148.15          15.49            3.1          53.77          -1.96
         148.28          15.49            3.1          53.73          -1.96
         148.40          15.49            3.1          53.69          -1.96
         148.53          15.49            3.1          53.65          -1.96
         148.65          15.49            3.1          53.62          -1.96
         148.78          15.49            3.1          53.58          -1.96
         148.90          15.49            3.1          53.54          -1.96
         149.03          15.49            3.1          53.50          -1.96
         149.15          15.49            3.1          53.46          -1.96
         149.28          15.49            3.1          53.42          -1.96
         149.40          15.49            3.1          53.38          -1.96
         149.53          15.49            3.1          53.34          -1.96
         149.65          15.49            3.1          53.30          -1.96
         149.78          15.49            3.1          53.26          -1.96
         149.90          15.49            3.1          53.22          -1.96
         150.02          15.49            3.1          53.18          -1.96
         150.15          15.49            3.1          53.15          -1.96
         150.27          15.49            3.1          53.11          -1.96
         150.40          15.49            3.1          53.07          -1.96
         150.52          15.49            3.1          53.03          -1.96
         150.65          15.49            3.1          52.99          -1.96
         150.77          15.49            3.1          52.95          -1.96
         150.90          15.49            3.1          52.91          -1.96
         151.02          15.49            3.1          52.87          -1.96
         151.15          15.49            3.1          52.83          -1.96
         151.27          15.49            3.1          52.79          -1.96
         151.40          15.49            3.1          52.75          -1.96
         151.52          15.49            3.1          52.71          -1.96
         151.65          15.49            3.1          52.67          -1.96
         151.77          15.49            3.1          52.64          -1.96
         151.90          15.49            3.1          52.60          -1.96
         152.02          15.49            3.1          52.56          -1.96
         152.15          15.49            3.1          52.52          -1.96
         152.27          15.49            3.1          52.48          -1.96
         152.41          15.49            3.1          52.44          -1.96
         152.55          15.49            3.1          52.40          -1.96
         152.69          15.49            3.1          52.36          -1.96
         152.82          15.49            3.1          52.32          -1.96
         152.94          15.49            3.1          52.28          -1.96
         153.08          15.49            3.1          52.24          -1.96
         153.22          15.49            3.1          52.20          -1.96
         153.36          15.49            3.1          52.16          -1.96
         153.49          15.49            3.1          52.13          -1.96
         153.63          15.49            3.1          52.09          -1.96
         153.79          15.49            3.1          52.05          -1.96
         153.91          15.49            3.1          52.01          -1.96
         154.04          15.49            3.1          51.97          -1.96
         154.18          15.49            3.1          51.93          -1.96
         154.32          15.49            3.1          51.89          -1.96
         154.44          15.49            3.1          51.85          -1.96
         154.58          15.49            3.1          51.81          -1.96
         154.72          15.49            3.1          51.77          -1.96
         154.85          15.49            3.1          51.73          -1.96
         154.98          15.49            3.1          51.69          -1.96
         155.11          15.49            3.1          51.65          -1.96
         155.25          15.49            3.1          51.62          -1.96
         155.39          15.49            3.1          51.58          -1.96
         155.52          15.49            3.1          51.54          -1.96
         155.64          15.49            3.1          51.50          -1.96
         155.77          15.49            3.1          51.46          -1.96
         155.89          15.49            3.1          51.42          -1.96
         156.02          15.49            3.1          51.38          -1.96
         156.14          15.49            3.1          51.34          -1.96
         156.27          15.49            3.1          51.30          -1.96
         156.39          15.49            3.1          51.26          -1.96
         156.52          15.49            3.1          51.22          -1.96
         156.64          15.49            3.1          51.18          -1.96
         156.77          15.49            3.1          51.15          -1.96
         156.89          15.49            3.1          51.11          -1.96
         157.02          15.49            3.1          51.07          -1.96
         157.14          15.49            3.1          51.03          -1.96
         157.27          15.49            3.1          50.99          -1.96
         157.39          15.49            3.1          50.95          -1.96
         157.51          15.49            3.1          50.91          -1.96
         157.64          15.49            3.1          50.87          -1.96
         157.76          15.49            3.1          50.83          -1.96
         157.89          15.49            3.1          50.79          -1.96
         158.01          15.49            3.1          50.75          -1.96
         158.14          15.49            3.1          50.71          -1.96
         158.26          15.49            3.1          50.67          -1.96
         158.39          15.49            3.1          50.64          -1.96
         158.51          15.49            3.1          50.60          -1.96
         158.64          15.49            3.1          50.56          -1.96
         158.76          15.49            3.1          50.52          -1.96
         158.89          15.49            3.1          50.48          -1.96
         159.03          15.49            3.1          50.44          -1.96
         159.15          15.49            3.1          50.40          -1.96
         159.28          15.49            3.1          50.36          -1.96
         159.40          15.49            3.1          50.32          -1.96
         159.53          15.49            3.1          50.28          -1.96
         159.65          15.49            3.1          50.24          -1.96
         159.77          15.49            3.1          50.20          -1.96
         159.90          15.49            3.1          50.16          -1.96
         160.02          15.49            3.1          50.13          -1.96
         160.15          15.39           3.08          50.87          -1.57
         160.27          15.49            3.1          50.05          -1.96
         160.41          15.39           3.08          50.80          -1.57
         160.54          15.39           3.08          50.77          -1.57
         160.66          15.39           3.08          50.74          -1.57
         160.79          15.39           3.08          50.71          -1.57
         160.91          15.39           3.08          50.67          -1.57
         161.04          15.39           3.08          50.64          -1.57
         161.16          15.39           3.08          50.61          -1.57
         161.29          15.39           3.08          50.58          -1.57
         161.41          15.39           3.08          50.55          -1.57
         161.54          15.39           3.08          50.52          -1.57
         161.66          15.39           3.08          50.49          -1.57
         161.79          15.39           3.08          50.45          -1.57
         161.93          15.39           3.08          50.42          -1.57
         162.05          15.39           3.08          50.39          -1.57
         162.19          15.39           3.08          50.36          -1.57
         162.33          15.39           3.08          50.33          -1.57
         162.47          15.39           3.08          50.30          -1.57
         162.61          15.39           3.08          50.27          -1.57
         162.74          15.39           3.08          50.24          -1.57
         162.86          15.39           3.08          50.20          -1.57
         162.99          15.39           3.08          50.17          -1.57
         163.13          15.39           3.08          50.14          -1.57
         163.27          15.39           3.08          50.11          -1.57
         163.41          15.39           3.08          50.08          -1.57
         163.55          15.39           3.08          50.05          -1.57
         163.68          15.29           3.06          50.80          -1.18
         163.80          15.29           3.06          50.78          -1.18
         163.93          15.29           3.06          50.75          -1.18
         164.05          15.29           3.06          50.73          -1.18
         164.18          15.29           3.06          50.71          -1.18
         164.30          15.29           3.06          50.68          -1.18
         164.43          15.29           3.06          50.66          -1.18
         164.55          15.29           3.06          50.64          -1.18
         164.68          15.29           3.06          50.61          -1.18
         164.80          15.29           3.06          50.59          -1.18
         164.92          15.29           3.06          50.56          -1.18
         165.05          15.29           3.06          50.54          -1.18
         165.17          15.29           3.06          50.52          -1.18
         165.30          15.29           3.06          50.49          -1.18
         165.42          15.29           3.06          50.47          -1.18
         165.55          15.29           3.06          50.45          -1.18
         165.67          15.29           3.06          50.42          -1.18
         165.80          15.29           3.06          50.40          -1.18
         165.92          15.29           3.06          50.38          -1.18
         166.05          15.29           3.06          50.35          -1.18
         166.17          15.29           3.06          50.33          -1.18
         166.30          15.29           3.06          50.31          -1.18
         166.42          15.29           3.06          50.28          -1.18
         166.55          15.29           3.06          50.26          -1.18
         166.67          15.29           3.06          50.24          -1.18
         166.79          15.29           3.06          50.21          -1.18
         166.92          15.29           3.06          50.19          -1.18
         167.04          15.29           3.06          50.16          -1.18
         167.17          15.20           3.04          50.93          -0.78
         167.29          15.20           3.04          50.91          -0.78
         167.42          15.20           3.04          50.89          -0.78
         167.54          15.20           3.04          50.88          -0.78
         167.67          15.20           3.04          50.86          -0.78
         167.79          15.20           3.04          50.85          -0.78
         167.92          15.20           3.04          50.83          -0.78
         168.04          15.20           3.04          50.82          -0.78
         168.17          15.20           3.04          50.80          -0.78
         168.29          15.20           3.04          50.78          -0.78
         168.42          15.20           3.04          50.77          -0.78
         168.54          15.20           3.04          50.75          -0.78
         168.67          15.20           3.04          50.74          -0.78
         168.81          15.20           3.04          50.72          -0.78
         168.95          15.20           3.04          50.71          -0.78
         169.09          15.20           3.04          50.69          -0.78
         169.21          15.20           3.04          50.67          -0.78
         169.34          15.20           3.04          50.66          -0.78
         169.46          15.20           3.04          50.64          -0.78
         169.59          15.20           3.04          50.63          -0.78
         169.71          15.20           3.04          50.61          -0.78
         169.84          15.20           3.04          50.60          -0.78
         169.96          15.20           3.04          50.58          -0.78
         170.09          15.20           3.04          50.56          -0.78
         170.23          15.20           3.04          50.55          -0.78
         170.37          15.20           3.04          50.53          -0.78
         170.49          15.20           3.04          50.52          -0.78
         170.62          15.20           3.04          50.50          -0.78
         170.74          15.20           3.04          50.49          -0.78
         170.88          15.10           3.02          51.25          -0.39
         171.02          15.10           3.02          51.25          -0.39
         171.15          15.10           3.02          51.24          -0.39
         171.27          15.10           3.02          51.23          -0.39
         171.40          15.10           3.02          51.22          -0.39
         171.52          15.10           3.02          51.22          -0.39
         171.65          15.10           3.02          51.21          -0.39
         171.77          15.10           3.02          51.20          -0.39
         171.90          15.10           3.02          51.19          -0.39
         172.02          15.10           3.02          51.18          -0.39
         172.14          15.10           3.02          51.18          -0.39
         172.27          15.10           3.02          51.17          -0.39
         172.39          15.10           3.02          51.16          -0.39
         172.52          15.10           3.02          51.15          -0.39
         172.64          15.10           3.02          51.15          -0.39
         172.77          15.10           3.02          51.14          -0.39
         172.89          15.10           3.02          51.13          -0.39
         173.02          15.10           3.02          51.12          -0.39
         173.14          15.10           3.02          51.11          -0.39
         173.27          15.10           3.02          51.11          -0.39
         173.39          15.10           3.02          51.10          -0.39
         173.52          15.10           3.02          51.09          -0.39
         173.64          15.10           3.02          51.08          -0.39
         173.77          15.10           3.02          51.07          -0.39
         173.89          15.10           3.02          51.07          -0.39
         174.02          15.10           3.02          51.06          -0.39
         174.14          15.10           3.02          51.05          -0.39
         174.27          15.10           3.02          51.04          -0.39
         174.39          15.10           3.02          51.04          -0.39
         174.52          15.10           3.02          51.03          -0.39
         174.64          15.10           3.02          51.02          -0.39
         174.77          15.10           3.02          51.01          -0.39
         174.89          15.10           3.02          51.00          -0.39
         175.02          15.00            3.0          51.78            0.0
         175.16          15.00            3.0          51.78            0.0
         175.28          15.00            3.0          51.78            0.0
         175.41          15.00            3.0          51.78            0.0
         175.53          15.00            3.0          51.78            0.0
         175.66          15.00            3.0          51.78            0.0
         175.78          15.00            3.0          51.78            0.0
         175.91          15.00            3.0          51.78            0.0
         176.05          15.00            3.0          51.78            0.0
         176.17          15.00            3.0          51.78            0.0
         176.30          15.00            3.0          51.78            0.0
         176.42          15.00            3.0          51.78            0.0
         176.54          15.00            3.0          51.78            0.0
         176.67          15.00            3.0          51.78            0.0
         176.79          15.00            3.0          51.78            0.0
         176.92          15.00            3.0          51.78            0.0
         177.04          15.00            3.0          51.78            0.0
         177.17          15.00            3.0          51.78            0.0
         177.29          15.00            3.0          51.78            0.0
         177.42          15.00            3.0          51.78            0.0
         177.54          15.00            3.0          51.78            0.0
         177.67          15.00            3.0          51.78            0.0
         177.79          15.00            3.0          51.78            0.0
         177.92          15.00            3.0          51.78            0.0
         178.04          15.00            3.0          51.78            0.0
         178.17          15.00            3.0          51.78            0.0
         178.29          15.00            3.0          51.78            0.0
         178.42          15.00            3.0          51.78            0.0
         178.54          14.90           2.98          52.56           0.39
         178.67          14.90           2.98          52.57           0.39
         178.79          14.90           2.98          52.58           0.39
         178.92          14.90           2.98          52.59           0.39
         179.04          14.90           2.98          52.60           0.39
         179.16          14.90           2.98          52.60           0.39
         179.29          14.90           2.98          52.61           0.39
         179.41          14.90           2.98          52.62           0.39
         179.54          14.90           2.98          52.63           0.39
         179.66          14.90           2.98          52.64           0.39
         179.79          14.90           2.98          52.64           0.39
         179.91          14.90           2.98          52.65           0.39
         180.04          14.90           2.98          52.66           0.39
         180.16          14.90           2.98          52.67           0.39
         180.29          14.90           2.98          52.67           0.39
         180.43          14.90           2.98          52.68           0.39
         180.55          14.90           2.98          52.69           0.39
         180.70          14.90           2.98          52.70           0.39
         180.84          14.90           2.98          52.71           0.39
         180.98          14.90           2.98          52.71           0.39
         181.10          14.90           2.98          52.72           0.39
         181.24          14.90           2.98          52.73           0.39
         181.37          14.90           2.98          52.74           0.39
         181.50          14.90           2.98          52.75           0.39
         181.65          14.90           2.98          52.75           0.39
         181.77          14.90           2.98          52.76           0.39
         181.89          14.90           2.98          52.77           0.39
         182.04          14.90           2.98          52.78           0.39
         182.16          14.80           2.96          53.57           0.78
         182.29          14.80           2.96          53.58           0.78
         182.41          14.80           2.96          53.60           0.78
         182.54          14.80           2.96          53.62           0.78
         182.68          14.80           2.96          53.63           0.78
         182.82          14.80           2.96          53.65           0.78
         182.96          14.80           2.96          53.66           0.78
         183.08          14.80           2.96          53.68           0.78
         183.21          14.80           2.96          53.69           0.78
         183.33          14.80           2.96          53.71           0.78
         183.46          14.80           2.96          53.73           0.78
         183.58          14.80           2.96          53.74           0.78
         183.71          14.80           2.96          53.76           0.78
         183.85          14.80           2.96          53.77           0.78
         183.97          14.80           2.96          53.79           0.78
         184.10          14.80           2.96          53.80           0.78
         184.22          14.80           2.96          53.82           0.78
         184.34          14.80           2.96          53.84           0.78
         184.47          14.80           2.96          53.85           0.78
         184.59          14.80           2.96          53.87           0.78
         184.72          14.80           2.96          53.88           0.78
         184.84          14.80           2.96          53.90           0.78
         184.97          14.80           2.96          53.91           0.78
         185.09          14.80           2.96          53.93           0.78
         185.22          14.80           2.96          53.95           0.78
         185.39          14.80           2.96          53.96           0.78
         185.53          14.80           2.96          53.98           0.78
         185.66          14.80           2.96          53.99           0.78
         185.78          14.80           2.96          54.01           0.78
         185.92          14.80           2.96          54.02           0.78
         186.05          14.80           2.96          54.04           0.78
         186.17          14.80           2.96          54.05           0.78
         186.29          14.80           2.96          54.07           0.78
         186.42          14.80           2.96          54.09           0.78
         186.54          14.80           2.96          54.10           0.78
         186.70          14.80           2.96          54.12           0.78
         186.82          14.80           2.96          54.13           0.78
         186.96          14.80           2.96          54.15           0.78
         187.14          14.71           2.94          54.95           1.18
         187.29          14.71           2.94          54.97           1.18
         187.45          14.71           2.94          55.00           1.18
         187.61          14.71           2.94          55.02           1.18
         187.73          14.71           2.94          55.04           1.18
         187.86          14.71           2.94          55.07           1.18
         187.98          14.71           2.94          55.09           1.18
         188.14          14.71           2.94          55.11           1.18
         188.26          14.71           2.94          55.14           1.18
         188.39          14.71           2.94          55.16           1.18
         188.51          14.71           2.94          55.18           1.18
         188.64          14.71           2.94          55.21           1.18
         188.76          14.71           2.94          55.23           1.18
         188.89          14.71           2.94          55.25           1.18
         189.01          14.71           2.94          55.28           1.18
         189.14          14.71           2.94          55.30           1.18
         189.30          14.71           2.94          55.33           1.18
         189.48          14.71           2.94          55.35           1.18
         189.60          14.71           2.94          55.37           1.18
         189.73          14.71           2.94          55.40           1.18
         189.85          14.71           2.94          55.42           1.18
         189.98          14.71           2.94          55.44           1.18
         190.10          14.71           2.94          55.47           1.18
         190.23          14.71           2.94          55.49           1.18
         190.35          14.71           2.94          55.51           1.18
         190.48          14.71           2.94          55.54           1.18
         190.60          14.71           2.94          55.56           1.18
         190.73          14.71           2.94          55.58           1.18
         190.85          14.71           2.94          55.61           1.18
         190.99          14.71           2.94          55.63           1.18
         191.12          14.71           2.94          55.65           1.18
         191.24          14.71           2.94          55.68           1.18
         191.36          14.71           2.94          55.70           1.18
         191.50          14.71           2.94          55.73           1.18
         191.64          14.71           2.94          55.75           1.18
         191.79          14.71           2.94          55.77           1.18
         191.91          14.71           2.94          55.80           1.18
         192.05          14.71           2.94          55.82           1.18
         192.18          14.71           2.94          55.84           1.18
         192.30          14.71           2.94          55.87           1.18
         192.43          14.71           2.94          55.89           1.18
         192.55          14.71           2.94          55.91           1.18
         192.68          14.71           2.94          55.94           1.18
         192.82          14.71           2.94          55.96           1.18
         192.94          14.71           2.94          55.98           1.18
         193.08          14.71           2.94          56.01           1.18
         193.21          14.61           2.92          56.82           1.57
         193.33          14.61           2.92          56.85           1.57
         193.46          14.61           2.92          56.88           1.57
         193.58          14.61           2.92          56.91           1.57
         193.70          14.61           2.92          56.94           1.57
         193.83          14.61           2.92          56.97           1.57
         193.95          14.61           2.92          57.00           1.57
         194.09          14.61           2.92          57.04           1.57
         194.22          14.61           2.92          57.07           1.57
         194.36          14.61           2.92          57.10           1.57
         194.48          14.61           2.92          57.13           1.57
         194.63          14.61           2.92          57.16           1.57
         194.77          14.61           2.92          57.19           1.57
         194.89          14.61           2.92          57.22           1.57
         195.02          14.61           2.92          57.25           1.57
         195.14          14.61           2.92          57.29           1.57
         195.27          14.61           2.92          57.32           1.57
         195.39          14.61           2.92          57.35           1.57
         195.52          14.61           2.92          57.38           1.57
         195.64          14.61           2.92          57.41           1.57
         195.77          14.61           2.92          57.44           1.57
         195.89          14.61           2.92          57.47           1.57
         196.02          14.61           2.92          57.51           1.57
         196.14          14.61           2.92          57.54           1.57
         196.27          14.61           2.92          57.57           1.57
         196.39          14.61           2.92          57.60           1.57
         196.51          14.61           2.92          57.63           1.57
         196.64          14.61           2.92          57.66           1.57
         196.76          14.61           2.92          57.69           1.57
         196.89          14.61           2.92          57.73           1.57
         197.01          14.61           2.92          57.76           1.57
         197.14          14.61           2.92          57.79           1.57
         197.26          14.61           2.92          57.82           1.57
         197.39          14.61           2.92          57.85           1.57
         197.51          14.61           2.92          57.88           1.57
         197.64          14.61           2.92          57.91           1.57
         197.76          14.61           2.92          57.95           1.57
         197.89          14.61           2.92          57.98           1.57
         198.01          14.61           2.92          58.01           1.57
         198.14          14.61           2.92          58.04           1.57
         198.26          14.61           2.92          58.07           1.57
         198.39          14.61           2.92          58.10           1.57
         198.51          14.61           2.92          58.13           1.57
         198.64          14.61           2.92          58.16           1.57
         198.76          14.61           2.92          58.20           1.57
         198.89          14.61           2.92          58.23           1.57
         199.01          14.61           2.92          58.26           1.57
         199.13          14.61           2.92          58.29           1.57
         199.26          14.61           2.92          58.32           1.57
         199.38          14.61           2.92          58.35           1.57
         199.51          14.61           2.92          58.38           1.57
         199.63          14.61           2.92          58.42           1.57
         199.76          14.61           2.92          58.45           1.57
         199.90          14.61           2.92          58.48           1.57
         200.02          14.61           2.92          58.51           1.57
         200.16          14.61           2.92          58.54           1.57
         200.30          14.61           2.92          58.57           1.57
         200.43          14.61           2.92          58.60           1.57
