      Date : 30.Aug.2019                                Time : 10:00:23 AM

                            Input Data : PV
                            Controller : ON/OFF Control
                            Set Point  : 15.00
                            Diff. Gap  : 10.00

     TIME (Sec)        PV (CM)     PV (Volts)      CP (in %)     Error(in%)     
         162.79          18.63           3.73         100.00         -14.51
         162.91          18.63           3.73         100.00         -14.51
         163.04          18.73           3.75         100.00          -14.9
         163.16          18.82           3.76         100.00         -15.29
         163.29          18.82           3.76         100.00         -15.29
         163.41          18.92           3.78         100.00         -15.69
         163.54          18.92           3.78         100.00         -15.69
         163.66          19.02            3.8         100.00         -16.08
         163.79          19.02            3.8         100.00         -16.08
         163.91          19.12           3.82         100.00         -16.47
         164.04          19.12           3.82         100.00         -16.47
         164.16          19.22           3.84         100.00         -16.86
         164.29          19.31           3.86         100.00         -17.25
         164.41          19.41           3.88         100.00         -17.65
         164.54          19.41           3.88         100.00         -17.65
         164.66          19.41           3.88         100.00         -17.65
         164.78          19.51            3.9         100.00         -18.04
         164.94          19.51            3.9         100.00         -18.04
         165.08          19.61           3.92         100.00         -18.43
         165.22          19.71           3.94         100.00         -18.82
         165.34          19.80           3.96         100.00         -19.22
         165.47          19.80           3.96         100.00         -19.22
         165.59          19.80           3.96         100.00         -19.22
         165.72          19.90           3.98         100.00         -19.61
         165.84          20.00            4.0           0.00          -20.0
         165.98          20.00            4.0           0.00          -20.0
         166.11          20.00            4.0           0.00          -20.0
         166.23          20.10           4.02           0.00         -20.39
         166.36          20.10           4.02           0.00         -20.39
         166.48          20.10           4.02           0.00         -20.39
         166.61          20.20           4.04           0.00         -20.78
         166.73          20.20           4.04           0.00         -20.78
         166.86          20.20           4.04           0.00         -20.78
         167.03          20.20           4.04           0.00         -20.78
         167.15          20.20           4.04           0.00         -20.78
         167.28          20.20           4.04           0.00         -20.78
         167.40          20.20           4.04           0.00         -20.78
         167.53          20.20           4.04           0.00         -20.78
         167.65          20.20           4.04           0.00         -20.78
         167.78          20.10           4.02           0.00         -20.39
         167.90          20.10           4.02           0.00         -20.39
         168.03          20.10           4.02           0.00         -20.39
         168.15          20.10           4.02           0.00         -20.39
         168.28          20.10           4.02           0.00         -20.39
         168.40          20.10           4.02           0.00         -20.39
         168.53          20.00            4.0           0.00          -20.0
         168.65          20.00            4.0           0.00          -20.0
         168.78          20.00            4.0           0.00          -20.0
         168.90          20.00            4.0           0.00          -20.0
         169.02          20.00            4.0           0.00          -20.0
         169.15          19.90           3.98           0.00         -19.61
         169.27          19.90           3.98           0.00         -19.61
         169.40          19.90           3.98           0.00         -19.61
         169.52          19.90           3.98           0.00         -19.61
         169.65          19.90           3.98           0.00         -19.61
         169.77          19.80           3.96           0.00         -19.22
         169.91          19.80           3.96           0.00         -19.22
         170.04          19.80           3.96           0.00         -19.22
         170.16          19.80           3.96           0.00         -19.22
         170.29          19.80           3.96           0.00         -19.22
         170.41          19.71           3.94           0.00         -18.82
         170.54          19.71           3.94           0.00         -18.82
         170.66          19.71           3.94           0.00         -18.82
         170.79          19.71           3.94           0.00         -18.82
         170.91          19.71           3.94           0.00         -18.82
         171.04          19.61           3.92           0.00         -18.43
         171.18          19.61           3.92           0.00         -18.43
         171.30          19.61           3.92           0.00         -18.43
         171.43          19.61           3.92           0.00         -18.43
         171.55          19.61           3.92           0.00         -18.43
         171.68          19.61           3.92           0.00         -18.43
         171.80          19.51            3.9           0.00         -18.04
         171.94          19.51            3.9           0.00         -18.04
         172.07          19.51            3.9           0.00         -18.04
         172.19          19.51            3.9           0.00         -18.04
         172.32          19.41           3.88           0.00         -17.65
         172.46          19.41           3.88           0.00         -17.65
         172.58          19.41           3.88           0.00         -17.65
         172.71          19.41           3.88           0.00         -17.65
         172.85          19.31           3.86           0.00         -17.25
         172.97          19.31           3.86           0.00         -17.25
         173.11          19.31           3.86           0.00         -17.25
         173.25          19.31           3.86           0.00         -17.25
         173.39          19.31           3.86           0.00         -17.25
         173.52          19.22           3.84           0.00         -16.86
         173.64          19.22           3.84           0.00         -16.86
         173.77          19.22           3.84           0.00         -16.86
         173.89          19.22           3.84           0.00         -16.86
         174.02          19.12           3.82           0.00         -16.47
         174.14          19.12           3.82           0.00         -16.47
         174.27          19.12           3.82           0.00         -16.47
         174.39          19.12           3.82           0.00         -16.47
         174.52          19.02            3.8           0.00         -16.08
         174.64          19.02            3.8           0.00         -16.08
         174.77          19.02            3.8           0.00         -16.08
         174.89          19.02            3.8           0.00         -16.08
         175.02          19.02            3.8           0.00         -16.08
         175.14          18.92           3.78           0.00         -15.69
         175.27          18.92           3.78           0.00         -15.69
         175.39          18.92           3.78           0.00         -15.69
         175.52          18.92           3.78           0.00         -15.69
         175.64          18.92           3.78           0.00         -15.69
         175.77          18.82           3.76           0.00         -15.29
         175.89          18.82           3.76           0.00         -15.29
         176.02          18.82           3.76           0.00         -15.29
         176.14          18.82           3.76           0.00         -15.29
         176.27          18.73           3.75           0.00          -14.9
         176.39          18.73           3.75           0.00          -14.9
         176.51          18.73           3.75           0.00          -14.9
         176.64          18.73           3.75           0.00          -14.9
         176.76          18.73           3.75           0.00          -14.9
         176.89          18.63           3.73           0.00         -14.51
         177.01          18.63           3.73           0.00         -14.51
         177.14          18.63           3.73           0.00         -14.51
         177.26          18.53           3.71           0.00         -14.12
         177.39          18.53           3.71           0.00         -14.12
         177.51          18.53           3.71           0.00         -14.12
         177.64          18.53           3.71           0.00         -14.12
         177.76          18.53           3.71           0.00         -14.12
         177.89          18.43           3.69           0.00         -13.73
         178.01          18.43           3.69           0.00         -13.73
         178.14          18.43           3.69           0.00         -13.73
         178.26          18.43           3.69           0.00         -13.73
         178.39          18.43           3.69           0.00         -13.73
         178.51          18.33           3.67           0.00         -13.33
         178.65          18.33           3.67           0.00         -13.33
         178.77          18.33           3.67           0.00         -13.33
         178.90          18.33           3.67           0.00         -13.33
         179.02          18.33           3.67           0.00         -13.33
         179.15          18.24           3.65           0.00         -12.94
         179.29          18.24           3.65           0.00         -12.94
         179.43          18.24           3.65           0.00         -12.94
         179.55          18.14           3.63           0.00         -12.55
         179.70          18.14           3.63           0.00         -12.55
         179.84          18.14           3.63           0.00         -12.55
         179.96          18.14           3.63           0.00         -12.55
         180.10          18.04           3.61           0.00         -12.16
         180.23          18.04           3.61           0.00         -12.16
         180.37          18.04           3.61           0.00         -12.16
         180.51          18.04           3.61           0.00         -12.16
         180.63          18.04           3.61           0.00         -12.16
         180.76          17.94           3.59           0.00         -11.76
         180.88          17.94           3.59           0.00         -11.76
         181.01          17.94           3.59           0.00         -11.76
         181.13          17.94           3.59           0.00         -11.76
         181.26          17.94           3.59           0.00         -11.76
         181.38          17.84           3.57           0.00         -11.37
